name,category,details_url,rating_stars,address,opening_status,corona_status,email,phone,website,book_a_table
Antipasti Coppet,"Restaurant, Pizzeria, Takeout, Italian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/coppet/1296/restaurant/antipasti-coppet-Uw0GK686zlLQCpyO2BLXrA?dwhat=Italien+Cuisine&dwhere=Switzerland,4.4,"Place des Perrières 2, 1296 Coppet",Currently closed,,,022 776 77 71,https://www.facebook.com/Restaurant-Pizzeria-Antipasti-Coppet-295515391111178,https://www.facebook.com/pg/Restaurant-Pizzeria-Antipasti-Coppet-295515391111178/about?ref=page_internal
au Charbon,"Restaurant, Pizzeria, Italian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/lausanne/1012/restaurant/au-charbon-PPdSoYBkQrYeQSkzHM3m6A?dwhat=Italien+Cuisine&dwhere=Switzerland,4.6,"Avenue de Chailly 13, 1012 Lausanne",Currently closed,,,021 652 07 93,http://www.pizzacharbon.ch,
Azzurro Terra e Mare,"Italian cuisine, Restaurants according to speciality, Restaurant",https://www.local.ch/en/d/bern/3008/italian-cuisine/azzurro-terra-e-mare-5poFZ82YMe69DQpMb4oHlA?dwhat=Italien+Cuisine&dwhere=Switzerland,4.3,"Murtenstrasse 2, 3008 Bern",Currently closed,,,031 385 85 85,http://www.ristorante-azzurro.ch,https://www.ristorante-azzurro.ch/index.asp?page=italienisches-restaurant-bern
Badalucci Ristorante,"Restaurant, Italian cuisine, Restaurants according to speciality, Fish speciality, Banquet",https://www.local.ch/en/d/lugano/6900/restaurant/badalucci-ristorante-Udk5Jw8v2Ti2hio6kPWLGQ?dwhat=Italien+Cuisine&dwhere=Switzerland,4.9,"Viale Cassarate 3, 6900 Lugano",Currently closed,,info@badalucci.com,091 225 16 49,https://badalucci.com,
Akropolis Greek Restaurant,"Restaurant, Greek cuisine, Restaurants according to speciality",https://www.local.ch/en/d/solothurn/4500/restaurant/akropolis-greek-restaurant-EsiJ-OESVrUllz0B1E4dew?dwhat=Greek+Cuisine&dwhere=Switzerland,4.4,"Kreuzackerstrasse 6, 4500 Solothurn",Currently closed,,info@akropolisgreek.ch,032 621 20 07,http://www.akropolisgreek.ch,https://www.akropolisgreek.ch/reservation
Taverna Amphorea,"Restaurant, Greek cuisine, Restaurants according to speciality",https://www.local.ch/en/d/solothurn/4500/restaurant/taverna-amphorea-q-dyntrVpVdglnxe3urCYA?dwhat=Greek+Cuisine&dwhere=Switzerland,4.7,"Stalden 31, 4500 Solothurn",Currently closed,,,,https://www.taverna-amphorea.ch,
Buffet de la Gare de Céligny,"Restaurant, French cuisine, Restaurants according to speciality",https://www.local.ch/en/d/celigny/1298/restaurant/buffet-de-la-gare-de-celigny-uIUqw5RkCgLLbXT33gyfkg?dwhat=French+Cuisine&dwhere=Switzerland,5.0,"Route de Founex 25, 1298 Céligny",Currently closed,,info@buffet-gare-celigny.ch,022 776 27 70,http://www.buffet-gare-celigny.ch,http://www.buffet-gare-celigny.ch/filets-de-perches-geneve
Brasserie Bärengraben,"Restaurant, French cuisine, Restaurants according to speciality",https://www.local.ch/en/d/bern/3006/restaurant/brasserie-baerengraben-UGEAm0b1EPrPE0sU3AYdtw?dwhat=French+Cuisine&dwhere=Switzerland,4.5,"Grosser Muristalden 1, 3006 Bern",Currently closed,,info@brasseriebaerengraben.ch,031 331 42 18,http://www.brasseriebaerengraben.ch,
Brasserie Obstberg,"French cuisine, Restaurants according to speciality, Restaurant",https://www.local.ch/en/d/bern/3006/french-cuisine/brasserie-obstberg-_MXw5hiD-hGTvVhwVk2Zwg?dwhat=French+Cuisine&dwhere=Switzerland,4.9,"Bantigerstrasse 18, 3006 Bern",Currently closed,,info@brasserie-obstberg.ch,031 352 04 40,http://www.brasserie-obstberg.ch,
Café de Mategnin,"Restaurant, French cuisine, Restaurants according to speciality",https://www.local.ch/en/d/meyrin/1217/restaurant/cafe-de-mategnin-nqgt-g6TX7D_CxD8xpGt8A?dwhat=French+Cuisine&dwhere=Switzerland,4.1,"Avenue A. -F.-Dubois 37, 1217 Meyrin",Currently closed,,,022 782 06 88,http://www.cafedemategnin.com,
Café de Paris-Chez Boubier,"Restaurant, French cuisine, Restaurants according to speciality",https://www.local.ch/en/d/geneve/1201/restaurant/cafe-de-paris-chez-boubier-94IbQib06eXnh7NQNx-l5g?dwhat=French+Cuisine&dwhere=Switzerland,4.4,"Rue du Mont-Blanc 26, 1201 Genève",Currently closed,,cafedeparis@chezboubier.com,022 732 84 50,http://www.chezboubier.com/fr,
Café des Amis,"Restaurant, French cuisine, Restaurants according to speciality",https://www.local.ch/en/d/choulex/1244/restaurant/cafe-des-amis-dXcwTCTAi-WRGYrmNIbLKA?dwhat=French+Cuisine&dwhere=Switzerland,4.8,"Route de Choulex 132, 1244 Choulex",Currently closed,,,022 750 13 39,http://www.cafe-des-amis.ch,https://cafe-des-amis.ch
Café du Levant,"Restaurant, French cuisine, Restaurants according to speciality",https://www.local.ch/en/d/aire-la-ville/1288/restaurant/cafe-du-levant-4xoXL_EatexxDJkaxUiabw?dwhat=French+Cuisine&dwhere=Switzerland,4.7,"Rue du Vieux-Four 53, 1288 Aire-la-Ville",Currently closed,,contact@cafedulevant.ch,022 757 71 50,http://www.cafedulevant.ch,
Café Gallay,"French cuisine, Restaurants according to speciality, Restaurant",https://www.local.ch/en/d/geneve/1205/french-cuisine/cafe-gallay-KjeuYJWjK2ejTsgl_-mzxQ?dwhat=French+Cuisine&dwhere=Switzerland,4.0,"Boulevard de Saint-Georges 42, 1205 Genève",Currently closed,,,022 321 00 35,http://www.cafegallay.com,https://www.cafegallay.com/contact
café restaurant la gare,"Restaurant, French cuisine, Restaurants according to speciality, Caterer",https://www.local.ch/en/d/cully/1096/restaurant/cafe-restaurant-la-gare-0Q2ELTZd0g2qwd4ZXBTo2A?dwhat=French+Cuisine&dwhere=Switzerland,4.5,"Place de la Gare 2, 1096 Cully",Currently closed,,info@lagarecully.ch,021 799 21 24,http://www.lagarecully.ch,
Carnivor du Centre,"Restaurant, French cuisine, Restaurants according to speciality",https://www.local.ch/en/d/geneve/1204/restaurant/carnivor-du-centre-8kcdRpN69wJbsPQX0CLZrQ?dwhat=French+Cuisine&dwhere=Switzerland,4.5,"Rue Neuve-du-Molard 11, 1204 Genève",Currently closed,,info@carnivor.ch,022 310 09 28,http://www.carnivor.ch,
Bayleaf - Gourmet Indian Restaurant,"Indian cuisine, Restaurants according to speciality, Catering, Takeout, Restaurant",https://www.local.ch/en/d/basel/4055/indian-cuisine/bayleaf-gourmet-indian-restaurant-cpLItobp-4X0Epj-dyktEA?dwhat=Indian+Cuisine&dwhere=Switzerland,4.7,"Spalenring 163, 4055 Basel",Currently closed,,Bayleaf163@gmail.com,061 271 03 47,http://www.bayleafrestaurant.ch,
Chalet-India,"Restaurant, Bar, Indian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/horgen/8810/restaurant/chalet-india-5mmknMPXi92HNiFnNOAQmA?dwhat=Indian+Cuisine&dwhere=Switzerland,4.3,"Oberdorfstrasse 51, 8810 Horgen",Currently closed,,,044 725 55 44,http://www.chaletindia.ch,https://www.chaletindia.ch/de/reservation
Hot Wok,"Restaurant, Catering, Takeout, Chinese cuisine, Restaurants according to speciality, Thai cuisine, Indian cuisine, Japanese cuisine",https://www.local.ch/en/d/regensdorf/8105/restaurant/hot-wok-0WgQmPQL54_F5X3p-TPrNw?dwhat=Indian+Cuisine&dwhere=Switzerland,4.3,"Roosstrasse 40, 8105 Regensdorf",Currently closed,,info@hotwok.ch,044 840 54 07,http://www.hotwok.ch,https://booking.localsearch.ch/bookings/hot-wok-gmbh/locations?locale=de-CH&origin=standalone
Indian Restaurant Luzern,"Restaurant, Indian cuisine, Restaurants according to speciality, Home delivery service",https://www.local.ch/en/d/luzern/6003/restaurant/indian-restaurant-luzern-2NCRvb6rrZbVRK79wJQ1aA?dwhat=Indian+Cuisine&dwhere=Switzerland,5.0,"Obergrundstrasse 73, 6003 Luzern",Currently closed,,,041 220 22 48,http://www.indianrestaurantluzern.com,
Kashmir,"Restaurant, Indian cuisine, Restaurants according to speciality, Caterer",https://www.local.ch/en/d/renens-vd/1020/restaurant/kashmir-TgrG785N9xvShYo4VUwSCA?dwhat=Indian+Cuisine&dwhere=Switzerland,3.7,"Rue de la Paix 25, 1020 Renens VD",,,info@restaurant-kashmir.ch,021 636 04 76,http://www.restaurant-kashmir.ch,
Maharaja Palace,"Restaurant, Indian cuisine, Restaurants according to speciality, Takeout, Home delivery service, Catering service, Catering",https://www.local.ch/en/d/bern/3007/restaurant/maharaja-palace-eBOVR9HISIIsv-B88LI_7g?dwhat=Indian+Cuisine&dwhere=Switzerland,4.4,"Morillonstrasse 8, 3007 Bern",Currently closed,,maharaja@bluewin.ch,031 382 64 64,http://www.maharajapalace.ch,
naanu take&eat / restaurant,"Restaurant, Indian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8005/restaurant/naanu-take-eat-restaurant-TGk0pp_KGKxm4BXxgvHFKA?dwhat=Indian+Cuisine&dwhere=Switzerland,4.4,"Pfingstweidstrasse 104, 8005 Zürich",Currently closed,,naanu@naanu.ch,044 271 10 12,http://www.naanu.ch,
RAJPOUTE,"Indian cuisine, Restaurants according to speciality, Restaurant",https://www.local.ch/en/d/geneve/1205/indian-cuisine/rajpoute-TS0zLs51MqIoPfXTtMo2sQ?dwhat=Indian+Cuisine&dwhere=Switzerland,4.8,"Rue de Carouge 77, 1205 Genève",Currently closed,,,022 310 66 77,http://www.rajpoute.ch,
Restaurant Cardamom,"Restaurant, Indian cuisine, Restaurants according to speciality, Takeout",https://www.local.ch/en/d/basel/4051/restaurant/restaurant-cardamom-0U2RX11C0becvXTL0U3Syg?dwhat=Indian+Cuisine&dwhere=Switzerland,4.3,"Barfüsserplatz 17, 4051 Basel",Currently closed,,info@restaurant-cardamom.ch,061 261 57 31,https://www.restaurant-cardamom.ch,https://www.restaurant-cardamom.ch/kontakt
Restaurant Crown of India,"Restaurant, Indian cuisine, Restaurants according to speciality, Catering service, Takeout",https://www.local.ch/en/d/ebmatingen/8123/restaurant/restaurant-crown-of-india-hRwrRKx76ggVpIM6TCDHMg?dwhat=Indian+Cuisine&dwhere=Switzerland,4.7,"Zürichstrasse 105, 8123 Ebmatingen",Currently closed,,,043 499 02 02,http://www.crown-of-india.ch,
ARTISANS VIGNERONS D'YVORNE,"Wine wine trade, Winery, Winemakers",https://www.local.ch/en/d/yvorne/1853/wine-wine-trade/artisans-vignerons-d-yvorne-k0j-pmUpezL_Xk_sxdgbUQ?dwhat=Winery&dwhere=Switzerland,4.8,"Les Maisons Neuves 5, 1853 Yvorne",Currently closed,,info@avy.ch,024 466 23 44,http://www.avy.ch,https://www.avy.ch/fr-5-informations.html
Berthet Laurent,"Wine wine trade, Winemakers, Winery",https://www.local.ch/en/d/cully/1096/wine-wine-trade/berthet-laurent-DQLfEvTurBPFxzXjRN0slQ?dwhat=Winery&dwhere=Switzerland,4.8,"Chemin des Colombaires 32, 1096 Cully",Currently closed,,,021 799 36 30,https://berthet-vins.ch/fr,https://berthet-vins.ch/fr/contact
BIOCAVE Marc Güntert,"Winery, Winemakers",https://www.local.ch/en/d/miege/3972/winery/biocave-marc-guentert-MH2iKLB_TfTlzzxlaMDGQw?dwhat=Winery&dwhere=Switzerland,5.0,"Ancienne route de Sierre 17, 3972 Miège",Currently closed,,info@biocave.ch,027 455 83 21,http://www.biocave.ch,
CANTINA IL CAVALIERE SA,"Wine wine trade, Winemakers, Winery",https://www.local.ch/en/d/contone/6594/wine-wine-trade/cantina-il-cavaliere-sa-5E5YfwkBff8uJxj8iHpPmg?dwhat=Winery&dwhere=Switzerland,5.0,"Via Cantonale 41, 6594 Contone",Currently closed,,info@ilcavaliere.ch,091 858 32 67,http://www.ilcavaliere.ch,http://www.ilcavaliere.ch/i-nostri-vini
Casa Vinicola di Misani Pietro,"Wine wine trade, Winery, Distillery, Wine store, Spirits, Wine tasting",https://www.local.ch/en/d/brusio/7743/wine-wine-trade/casa-vinicola-di-misani-pietro-sL3J1tE0Mr3Qd-rnYJJL5Q?dwhat=Winery&dwhere=Switzerland,3.0,"Via Cantonale 288, 7743 Brusio",,,info@vini-misani.ch,081 846 51 81,http://www.vini-misani.ch,https://www.vini-misani.ch/it/contattarci
Cave à la Cornalle,"Wine wine trade, Winery, Winemakers",https://www.local.ch/en/d/epesses/1098/wine-wine-trade/cave-a-la-cornalle-dGIxOcxbe2WiS5yX-ETKNg?dwhat=Winery&dwhere=Switzerland,5.0,"Chemin de la Bastioule 2, 1098 Epesses",,,info@rouge-vins.ch,021 799 41 22,http://www.rouge-vins.ch,
Cave Alain Emery,"Wine wine trade, Winery, Winemakers",https://www.local.ch/en/d/aigle/1860/wine-wine-trade/cave-alain-emery-OWAIzgK-Mj489bg1C3dSVQ?dwhat=Winery&dwhere=Switzerland,5.0,"Avenue du Cloître 22, 1860 Aigle",Currently closed,,info@cave-emery.ch,024 466 56 71,http://www.cave-emery.ch,https://tportal.toubiz.de/VaudEmotionPartenaires/offer/detail/TDS00020011552086622?globalReset=1&lang=fr
Cave de la Brunière Sàrl,"Wine wine trade, Winery",https://www.local.ch/en/d/st-leonard/1958/wine-wine-trade/cave-de-la-bruniere-sarl-zuEBFxmFVRHdet7pN2LcGw?dwhat=Winery&dwhere=Switzerland,4.7,"Rue du Stand 18, 1958 St-Léonard",Currently closed,,info@bruniere.ch,027 565 13 30,http://www.bruniere.ch,https://www.bruniere.ch/contacter-cave-la-bruniere
Cave des Rois,"Winery, Wine wine trade, Winemakers",https://www.local.ch/en/d/villeneuve-vd/1844/winery/cave-des-rois-C5h0P5aFrwxC9yktckgXQg?dwhat=Winery&dwhere=Switzerland,5.0,"Rue de Chez-les-Rois 2, 1844 Villeneuve VD",,,,021 960 20 38,http://www.cavedesrois.ch,
Chez Chou Paradiso,"Restaurant, Chinese cuisine, Restaurants according to speciality, Takeout",https://www.local.ch/en/d/sion/1950/restaurant/chez-chou-paradiso-qIcNftko1Y8GowGsUkaHpw?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.6,"Espace des Remparts 25, 1950 Sion",Currently closed,,,027 323 23 97,http://www.restaurantchezchou.ch,
China Restaurant Fischermätteli 'Hua Yuan',"Chinese cuisine, Restaurants according to speciality, Restaurant, Takeout",https://www.local.ch/en/d/bern/3008/chinese-cuisine/china-restaurant-fischermaetteli-hua-yuan-cjP7q8FIKKS2U_5Kb2MpCg?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.7,"Holligenstrasse 70, 3008 Bern",Currently closed,,info@fischermaetteli.ch,031 381 37 89,http://www.fischermaetteli.ch,
China Restaurant Jialu National,"Restaurant, Chinese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/luzern/6006/restaurant/china-restaurant-jialu-national-Oc_MHYY-Q15SIcucW3vPnQ?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.5,"Haldenstrasse 4, 6006 Luzern",Currently closed,,national@jialu.ch,041 410 80 38,http://www.jialu.ch,
China Restaurant Jiu Ding,"Restaurant, Chinese cuisine, Restaurants according to speciality, Hotel",https://www.local.ch/en/d/hochdorf/6280/restaurant/china-restaurant-jiu-ding-NXSeb_eb9-bm3rORQaFqkQ?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.6,"Hauptstrasse 21, 6280 Hochdorf",,,info@jiuding.ch,041 811 90 50,http://www.jiuding.ch,
Chinatown,"Chinese cuisine, Restaurants according to speciality, Restaurant",https://www.local.ch/en/d/lausanne/1003/chinese-cuisine/chinatown-7n6m3eFU3ZBcAwi-lNCcWw?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.2,"Rue Grand-St-Jean 1, 1003 Lausanne",Currently closed,,,021 312 39 34,http://www.restaurantchinatown.ch,
Hot Wok,"Restaurant, Catering, Takeout, Chinese cuisine, Restaurants according to speciality, Thai cuisine, Indian cuisine, Japanese cuisine",https://www.local.ch/en/d/regensdorf/8105/restaurant/hot-wok-0WgQmPQL54_F5X3p-TPrNw?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.3,"Roosstrasse 40, 8105 Regensdorf",Currently closed,,info@hotwok.ch,044 840 54 07,http://www.hotwok.ch,https://booking.localsearch.ch/bookings/hot-wok-gmbh/locations?locale=de-CH&origin=standalone
l'Empire du Dragon,"Restaurant, Chinese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/st-sulpice-vd/1025/restaurant/l-empire-du-dragon-uGv9CQWrIvO7N_qXvabGow?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.7,"Route de Vallaire 3B, 1025 St-Sulpice VD",Currently closed,,,021 691 62 42,http://www.empiredragon.ch,http://www.empiredragon.ch/restaurant/index.php/contact-plan.html
le Raisin d'Or,"Restaurant, Chinese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/fribourg/1700/restaurant/le-raisin-d-or-TuexeM7nfcGIwlkwo3j8nA?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.7,"Impasse des Eglantines 1, 1700 Fribourg",Currently closed,,restaurantraisindor@sunrise.ch,026 481 26 73,http://www.raisindor.ch,
LY'S ASIA,"Restaurant, Chinese cuisine, Restaurants according to speciality, Thai cuisine, Japanese cuisine, Takeout",https://www.local.ch/en/d/zuerich/8005/restaurant/ly-s-asia-1yn3dxRFxQ7vSTsaTjimJQ?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.3,"Zahnradstrasse 21, 8005 Zürich",Currently closed,,contact@lys-asia.ch,044 999 08 08,https://www.lys-asia.ch,
Ming Xuan,"Restaurant, Thai cuisine, Restaurants according to speciality, Chinese cuisine",https://www.local.ch/en/d/lausanne/1003/restaurant/ming-xuan-6Y81-znvajzLOOx2JXlETg?dwhat=Chinese+Cuisine&dwhere=Switzerland,4.4,"Rue Caroline 5, 1003 Lausanne",Currently closed,,,021 323 89 10,http://www.mingxuan-resto.ch,
Restaurant Bar à Vin C ça,"Restaurant, Italian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/sion/1950/restaurant/restaurant-bar-a-vin-c-ca-VCLH_FPScF58xSh4k2aZ7A?dwhat=Italien+Cuisine%26page%3D2&dwhere=Switzerland,4.3,"Rue des Tanneries 9, 1950 Sion",Currently closed,,info@c-ca.ch,,http://www.c-ca.ch,
Institut La Forêt de Scissy,"Lymphatic Drainage, Cosmetic institute",https://www.local.ch/en/d/st-maurice/1890/lymphatic-drainage/institut-la-foret-de-scissy-GrO6ZDFLOLT1NbcfLX4i7Q?dwhat=Italien+Cuisine%26page%3D2&dwhere=Switzerland,5.0,"Route du Simplon 58, 1890 St-Maurice",,,info.institutlaforet@gmail.com,,https://www.laforetdescissy.ch,
A-NAM,"Thai cuisine, Restaurants according to speciality, Restaurant, Grocery store, Takeout, Caterer, Catering service, Banquet",https://www.local.ch/en/d/geneve/1205/thai-cuisine/a-nam-Vwi4UkCKJtKy-sXJBpBUvw?dwhat=Caterer&dwhere=Switzerland,4.7,"Boulevard de Saint-Georges 66, 1205 Genève",Currently closed,,,022 329 49 44,http://www.a-nam.ch,
Auberge aux deux sapins,"Hotel, Restaurant, Caterer, Regional products, Oenology, Banquet",https://www.local.ch/en/d/montricher/1147/hotel/auberge-aux-deux-sapins-HwTLBTbh5WPiJ2PkPKUFrg?dwhat=Caterer&dwhere=Switzerland,4.3,"Rue du Bourg 14, 1147 Montricher",Currently closed,,info@2sapins.ch,021 864 00 80,http://www.2sapins.ch,https://www.2sapins.ch
Auberge Communale,"Restaurant, Caterer",https://www.local.ch/en/d/vallorbe/1337/restaurant/auberge-communale-gpa7mzQitiKvdUBbL8xzBA?dwhat=Caterer&dwhere=Switzerland,3.7,"Place du Pont 3, 1337 Vallorbe",Currently closed,,,021 843 12 52,http://www.auberge-communale-vallorbe.ch,
Boucherie Herensia,"Butcher, Sausages, Caterer",https://www.local.ch/en/d/sion/1950/butcher/boucherie-herensia-kckqSVa7-O8IHaN8QhVRDg?dwhat=Caterer&dwhere=Switzerland,4.8,"Rue du Rhône 32, 1950 Sion",Currently closed,,sebastien@herensia.ch,027 322 11 26,http://boucherie-herensia.ch,https://www.boucherie-herensia.ch/contact
Boucherie St-Hubert,"Butcher, Caterer",https://www.local.ch/en/d/le-noirmont/2340/butcher/boucherie-st-hubert-G7fBVDxuoxtci6cFrCW2Nw?dwhat=Caterer&dwhere=Switzerland,4.6,"Rue du 23-Juin 2, 2340 Le Noirmont",Currently closed,,boucherie.sthubert@gmai.com,032 953 11 26,http://www.boucherie-st-hubert.ch,http://www.boucherie-st-hubert.ch/fr/contact-boucherie
Boucherie - Traiteur Esseiva Succ. Marc Décrind,"Butcher, Caterer, Sausages, Wedding, Meat, Catering service",https://www.local.ch/en/d/la-tour-de-treme/1635/butcher/boucherie-traiteur-esseiva-succ-marc-decrind-XuVu8ybviESCpandfVBxzA?dwhat=Caterer&dwhere=Switzerland,4.7,"Rue de l'Ancien Comté 35, 1635 La Tour-de-Trême",Currently closed,,boucherie.esseiva@outlook.com,026 912 72 26,https://www.boucherieesseiva.ch,https://www.boucherieesseiva.ch/nous-contacter
Brasserie du Cerf,"Restaurant, Caterer",https://www.local.ch/en/d/payerne/1530/restaurant/brasserie-du-cerf-ePq9vIp7Vrh1osyNXPtdnQ?dwhat=Caterer&dwhere=Switzerland,5.0,"Rue de Lausanne 1, 1530 Payerne",Currently closed,,leonce@bluewin.ch,026 660 27 46,http://www.au-cerf.ch,
Café Restaurant de la Poste,"Restaurant, Caterer",https://www.local.ch/en/d/saignelegier/2350/restaurant/cafe-restaurant-de-la-poste-S0VtPfXMtn0a6KF-E9cvtg?dwhat=Caterer&dwhere=Switzerland,4.3,"Place du 23-Juin 8, 2350 Saignelégier",Currently closed,,,032 951 11 79,http://www.cafe-restaurant-poste.ch,https://www.cafe-restaurant-poste.ch/nous-contacter
café restaurant la gare,"Restaurant, French cuisine, Restaurants according to speciality, Caterer",https://www.local.ch/en/d/cully/1096/restaurant/cafe-restaurant-la-gare-0Q2ELTZd0g2qwd4ZXBTo2A?dwhat=Caterer&dwhere=Switzerland,4.5,"Place de la Gare 2, 1096 Cully",Currently closed,,info@lagarecully.ch,021 799 21 24,http://www.lagarecully.ch,
Café-Restaurant le Relais,"Restaurant, Caterer, Restaurant equipment rental",https://www.local.ch/en/d/les-avants/1833/restaurant/cafe-restaurant-le-relais-OdSMhbJjt9BgfblVttRawg?dwhat=Caterer&dwhere=Switzerland,4.6,"Route des Narcisses 74, 1833 Les Avants",Currently closed,,,021 981 19 80,http://www.cafe-restaurantlerelais.com,
"Café, Restaurant de la Poste",Restaurant,https://www.local.ch/en/d/damvant/2914/restaurant/cafe-restaurant-de-la-poste-nlQc8Vl5Xtw28eqYY82HEQ?dwhat=French+Cuisine%26page%3D4&dwhere=Switzerland,4.5,"Route Principale 42, 2914 Damvant",Currently closed,,,,http://www.restaurant-la-poste-damvant.ch,
OfficeMed I Centre Médical Georges-Favon,"Medical centre, Emergency services, Physical therapy",https://www.local.ch/en/d/geneve/1204/medical-centre/officemed-i-centre-medical-georges-favon-IpVzZgeeBHxOwSLbYriV-w?dwhat=Caterer%26page%3D2&dwhere=Switzerland,,"Rue des Marbriers 4, 1204 Genève",Currently closed,,,022 311 73 22,https://www.officemed.ch,https://cmgf.officemed.ch/je-veux-un-rdv-medical-cmgf
